"estimateID"	"estimator"	"studyID"	"groupID"	"sex"	"common.name"	"phylum"	"class"	"order"	"fam"	"genus"	"species"	"enrich"	"capt.gens"	"scope"	"strategy"	"n1i"	"m1i"	"sd1i"	"n2i"	"m2i"	"sd2i"	"A"	"C"	"B"	"D"	"PrintYear"	"enrich.present"	"capt.present"	"enrich.bin"	"capt.bin"
730	"SMD"	123	362	"Mixed"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	-1	-1	"Movement"	"ISR"	19	0.49	0.29	5	0.85	0.99	NA	NA	NA	NA	2004	0	0	0	0
1055	"SMD"	176	528	"Mixed"	"White-tailed deer"	"Chordata"	"Mammalia"	"Artiodactyla"	"Cervidae"	"Odocoileus"	"virginianus"	-1	0	"Survival"	"ESR"	36	0.69	0.3	80	0.3	0.4472136	NA	NA	NA	NA	2002	0	1	0	0
1092	"SMD"	187	546	"Mixed"	"Gray wolf"	"Chordata"	"Mammalia"	"Carnivora"	"Canidae"	"Canis"	"lupus"	-1	0	"Survival"	"ESR"	399	0.73	0.305739556	88	0.6	0.35896039	NA	NA	NA	NA	2005	0	1	0	0
146	"SMD"	20	87	"Mixed"	"Asian houbara"	"Chordata"	"Aves"	"Otidiformes"	"Otididae"	"Chlamydotis"	"macqueenii"	-1	2.5	"Movement"	"ISR"	8	0.49	0.31	14	0.47	0.39	NA	NA	NA	NA	2017	0	1	0	2
245	"SMD"	33	137	"Male"	"Trumpeter swan"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	"Cygnus"	"buccinator"	-1	2.5	"Survival"	"ISR"	31	0.83	0.31	109	0.86	0.49	NA	NA	NA	NA	2002	0	1	0	2
183	"SMD"	22	99	"Mixed"	"Sea trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Salmo"	"trutta"	-1	1	"Survival"	"ISR"	30	-0.1	0.32	19	-0.42	0.49	NA	NA	NA	NA	2014	0	1	0	1
517	"SMD"	95	264	"Mixed"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	-1	1.5	"Survival"	"ISR"	100	0.27232	0.327781612	98	0.045469388	0.276654655	NA	NA	NA	NA	2014	0	1	0	1
247	"SMD"	33	138	"Female"	"Trumpeter swan"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	"Cygnus"	"buccinator"	-1	2.5	"Survival"	"ISR"	35	0.83	0.33	122	0.78	0.38	NA	NA	NA	NA	2002	0	1	0	2
295	"SMD"	41	162	"Mixed"	"Puaiohi"	"Chordata"	"Aves"	"Passeriformes"	"Turdidae"	"Myadestes"	"palmeri"	-1	3.5	"Survival"	"ISR"	9	0.68	0.33	7	0.75	1.11	NA	NA	NA	NA	2014	0	1	0	2
184	"SMD"	22	100	"Mixed"	"Sea trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Salmo"	"trutta"	-1	1	"Survival"	"ISR"	29	-0.14	0.35	10	-0.3	0.45	NA	NA	NA	NA	2014	0	1	0	1
617	"SMD"	109	293	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	720	0.9	0.35	201	0.75	0.5	NA	NA	NA	NA	2009	0	1	0	1
1056	"SMD"	176	529	"Female"	"White-tailed deer"	"Chordata"	"Mammalia"	"Artiodactyla"	"Cervidae"	"Odocoileus"	"virginianus"	-1	0	"Reproduction"	"ESR"	10	0.86	0.35	22	1.22	0.295496193	NA	NA	NA	NA	2002	0	1	0	0
68	"SMD"	12	38	"Male"	"Snowy plover"	"Chordata"	"Aves"	"Charadriiformes"	"Charadriidae"	"Charadrius"	"nivosus"	-1	0.5	"Reproduction"	"ISR"	61	0.37	0.36	7	0.29	0.37	NA	NA	NA	NA	2013	0	1	0	1
185	"SMD"	22	101	"Mixed"	"Sea trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Salmo"	"trutta"	-1	1	"Survival"	"ISR"	27	-0.15	0.36	11	-0.27	0.44	NA	NA	NA	NA	2014	0	1	0	1
326	"SMD"	47	173	"Mixed"	"Timber rattlesnake"	"Chordata"	"Reptilia"	"Squamata"	"Viperidae"	"Crotalus"	"horridus"	-1	0	"Survival"	"ESR"	18	0.89	0.36	11	0.61	0.4	NA	NA	NA	NA	1999	0	1	0	0
637	"SMD"	109	313	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	389	0.88	0.36	468	0.93	0.43	NA	NA	NA	NA	2009	0	1	0	1
1067	"SMD"	180	538	"Mixed"	"European hedgehog"	"Chordata"	"Mammalia"	"Eulipotyphla"	"Erinaceidae"	"Erinaceus"	"europaeus"	-1	0	"Movement"	"ESR"	20	-0.65	0.36	20	-0.35	0.34	NA	NA	NA	NA	2006	0	1	0	0
1068	"SMD"	180	538	"Mixed"	"European hedgehog"	"Chordata"	"Mammalia"	"Eulipotyphla"	"Erinaceidae"	"Erinaceus"	"europaeus"	-1	0	"Movement"	"ESR"	20	-0.65	0.36	23	-0.46	0.56	NA	NA	NA	NA	2006	0	1	0	0
864	"SMD"	139	449	"Mixed"	"Atlantic salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Salmo"	"salar"	-1	-1	"Movement"	"ISR"	9	0.45	0.37	3	2.2	1.5	NA	NA	NA	NA	1998	0	0	0	0
1054	"SMD"	175	527	"Mixed"	"Monk seal"	"Chordata"	"Mammalia"	"Carnivora"	"Phocidae"	"Monachus"	"schauinslandi"	-1	0.5	"Survival"	"ISR"	42	0.8136809	0.371565994	74	0.5680257	0.60337258	NA	NA	NA	NA	2011	0	1	0	1
97	"SMD"	15	60	"Mixed"	"Bighorn sheep"	"Chordata"	"Mammalia"	"Artiodactyla"	"Bovidae"	"Ovis"	"canadensis"	-1	1	"Survival"	"ISR"	41	0.88	0.38	5	0.83	0.25	NA	NA	NA	NA	2001	0	1	0	1
100	"SMD"	15	63	"Mixed"	"Bighorn sheep"	"Chordata"	"Mammalia"	"Artiodactyla"	"Bovidae"	"Ovis"	"canadensis"	-1	1	"Survival"	"ISR"	30	0.78	0.39	20	0.67	0.46	NA	NA	NA	NA	2001	0	1	0	1
248	"SMD"	33	138	"Female"	"Trumpeter swan"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	"Cygnus"	"buccinator"	-1	2.5	"Survival"	"ISR"	36	0.87	0.39	125	0.95	0.28	NA	NA	NA	NA	2002	0	1	0	2
713	"SMD"	118	348	"Mixed"	"Yellow-footed rock wallaby"	"Chordata"	"Mammalia"	"Diprotodontia"	"Macropodidae"	"Petrogale"	"xanthopus"	-1	10	"Constitution"	"ISR"	5	4.6	0.4	7	4.6	0.4	NA	NA	NA	NA	2005	0	1	0	2
292	"SMD"	41	161	"Mixed"	"Puaiohi"	"Chordata"	"Aves"	"Passeriformes"	"Turdidae"	"Myadestes"	"palmeri"	-1	3.5	"Survival"	"ISR"	35	0.85	0.41	67	0.13	1.15	NA	NA	NA	NA	2014	0	1	0	2
310	"SMD"	43	165	"Mixed"	"Eastern hognose snake"	"Chordata"	"Reptilia"	"Squamata"	"Colubridae"	"Heterodon"	"platyrhinos"	-1	0	"Survival"	"ESR"	8	0.51	0.41	8	0.04	0.18	NA	NA	NA	NA	2000	0	1	0	0
1102	"SMD"	191	552	"Mixed"	"Green iguana"	"Chordata"	"Reptilia"	"Squamata"	"Iguanidae"	"Iguana"	"iguana"	-1	1.5	"Movement"	"ISR"	2	0.29	0.410121933	9	0.76	1.02	NA	NA	NA	NA	2010	0	1	0	1
355	"SMD"	53	185	"Female"	"Desert tortoise"	"Chordata"	"Reptilia"	"Testudines"	"Testudinidae"	"Gopherus"	"agassizii"	-1	0	"Constitution"	"ESR"	16	-2.8	0.42	19	-4.32	0.82	NA	NA	NA	NA	2012	0	1	0	0
505	"SMD"	93	261	"Mixed"	"Northern watersnake"	"Chordata"	"Reptilia"	"Squamata"	"Colubridae"	"Nerodia"	"sipedon"	0	1	"Growth"	"ISR"	12	0.44	0.42	11	0.16	0.16	NA	NA	NA	NA	2015	1	1	0	1
506	"SMD"	93	261	"Mixed"	"Northern watersnake"	"Chordata"	"Reptilia"	"Squamata"	"Colubridae"	"Nerodia"	"sipedon"	1	1	"Growth"	"ISR"	12	0.44	0.42	7	0.14	0.18	NA	NA	NA	NA	2015	1	1	1	1
640	"SMD"	109	316	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	1535	0.87	0.43	157	0.93	0.6	NA	NA	NA	NA	2009	0	1	0	1
1000	"SMD"	164	506	"Mixed"	"Brown trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Salmo"	"trutta"	1	1.5	"Constitution"	"ISR"	5	0.74	0.447213595	13	2.93	0.757165768	NA	NA	NA	NA	2012	1	1	1	1
1001	"SMD"	164	506	"Mixed"	"Brown trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Salmo"	"trutta"	0	1.5	"Constitution"	"ISR"	5	0.74	0.447213595	14	4.75	0.823164625	NA	NA	NA	NA	2012	1	1	0	1
293	"SMD"	41	161	"Mixed"	"Puaiohi"	"Chordata"	"Aves"	"Passeriformes"	"Turdidae"	"Myadestes"	"palmeri"	-1	3.5	"Survival"	"ISR"	35	0.6	0.45	67	0.05	0.49	NA	NA	NA	NA	2014	0	1	0	2
154	"SMD"	20	89	"Mixed"	"Asian houbara"	"Chordata"	"Aves"	"Otidiformes"	"Otididae"	"Chlamydotis"	"macqueenii"	-1	2.5	"Survival"	"ISR"	10	0.7	0.46	35	0.2	0.39	NA	NA	NA	NA	2017	0	1	0	2
296	"SMD"	41	162	"Mixed"	"Puaiohi"	"Chordata"	"Aves"	"Passeriformes"	"Turdidae"	"Myadestes"	"palmeri"	-1	3.5	"Survival"	"ISR"	61	0.23	0.47	56	0.26	1.57	NA	NA	NA	NA	2014	0	1	0	2
624	"SMD"	109	300	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	1857	0.89	0.47	114	0.76	0.54	NA	NA	NA	NA	2009	0	1	0	1
383	"SMD"	58	198	"Mixed"	"Aplomado falcon"	"Chordata"	"Aves"	"Falconiformes"	"Falconidae"	"Falco"	"femoralis"	-1	1.5	"Survival"	"ISR"	75	0.37	0.48	141	0.17	0.37	NA	NA	NA	NA	2006	0	1	0	1
447	"SMD"	75	228	"Mixed"	"Plains gartersnake"	"Chordata"	"Reptilia"	"Squamata"	"Colubridae"	"Thamnophis"	"radix"	-1	1	"Survival"	"ISR"	80	0.4	0.48	142	0.11	0.52	NA	NA	NA	NA	2006	0	1	0	1
448	"SMD"	75	229	"Mixed"	"Plains gartersnake"	"Chordata"	"Reptilia"	"Squamata"	"Colubridae"	"Thamnophis"	"radix"	-1	1	"Survival"	"ISR"	80	0.4	0.48	53	0.4	0.39	NA	NA	NA	NA	2006	0	1	0	1
633	"SMD"	109	309	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	467	0.73	0.48	297	0.78	0.55	NA	NA	NA	NA	2009	0	1	0	1
73	"SMD"	12	40	"Mixed"	"Snowy plover"	"Chordata"	"Aves"	"Charadriiformes"	"Charadriidae"	"Charadrius"	"nivosus"	-1	0.5	"Survival"	"ISR"	205	0.35	0.49	41	0.37	0.4	NA	NA	NA	NA	2013	0	1	0	1
641	"SMD"	109	317	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	1409	0.9	0.49	88	0.83	0.73	NA	NA	NA	NA	2009	0	1	0	1
609	"SMD"	108	289	"Mixed"	"Brown trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Salmo"	"trutta"	-1	1.5	"Constitution"	"ISR"	51	0.83	0.49989999	48	1.1	0.069282032	NA	NA	NA	NA	2009	0	1	0	1
74	"SMD"	12	40	"Mixed"	"Snowy plover"	"Chordata"	"Aves"	"Charadriiformes"	"Charadriidae"	"Charadrius"	"nivosus"	-1	0.5	"Survival"	"ISR"	205	0.68	0.5	41	0.7	0.36	NA	NA	NA	NA	2013	0	1	0	1
397	"SMD"	63	206	"Mixed"	"White-lipped pitviper"	"Chordata"	"Reptilia"	"Squamata"	"Viperidae"	"Trimeresurus"	"albolabris"	-1	0	"Survival"	"ESR"	12	0.71	0.5	13	0.25	0.46	NA	NA	NA	NA	2016	0	1	0	0
616	"SMD"	109	292	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	441	0.69	0.5	847	0.52	0.55	NA	NA	NA	NA	2009	0	1	0	1
630	"SMD"	109	306	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	525	0.43	0.5	520	0.27	0.52	NA	NA	NA	NA	2009	0	1	0	1
25	"SMD"	3	13	"Mixed"	"Mauritius kestrel"	"Chordata"	"Aves"	"Falconiformes"	"Falconidae"	"Falco"	"punctatus"	0	2	"Survival"	"ISR"	284	0.75	0.51	42	0.8	0.26	NA	NA	NA	NA	2004	1	1	0	2
26	"SMD"	3	14	"Mixed"	"Mauritius kestrel"	"Chordata"	"Aves"	"Falconiformes"	"Falconidae"	"Falco"	"punctatus"	1	2	"Survival"	"ISR"	284	0.75	0.51	46	0.8	0.27	NA	NA	NA	NA	2004	1	1	1	2
628	"SMD"	109	304	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	329	0.38	0.51	1306	0.52	0.61	NA	NA	NA	NA	2009	0	1	0	1
622	"SMD"	109	298	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	2832	0.87	0.53	32	0.8	0.16	NA	NA	NA	NA	2009	0	1	0	1
623	"SMD"	109	299	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	464	0.56	0.54	1612	0.44	0.52	NA	NA	NA	NA	2009	0	1	0	1
680	"SMD"	114	480	"Mixed"	"Atlantic salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Salmo"	"salar"	-1	1	"Movement"	"ISR"	15	0.56	0.54	25	0.77	0.6	NA	NA	NA	NA	2007	0	1	0	1
297	"SMD"	41	162	"Mixed"	"Puaiohi"	"Chordata"	"Aves"	"Passeriformes"	"Turdidae"	"Myadestes"	"palmeri"	-1	3.5	"Survival"	"ISR"	61	0.85	0.55	56	0.41	2.54	NA	NA	NA	NA	2014	0	1	0	2
384	"SMD"	58	198	"Mixed"	"Aplomado falcon"	"Chordata"	"Aves"	"Falconiformes"	"Falconidae"	"Falco"	"femoralis"	-1	1.5	"Survival"	"ISR"	75	0.39	0.55	141	0.15	0.64	NA	NA	NA	NA	2006	0	1	0	1
685	"SMD"	115	333	"Female"	"Santa Catalina Island fox"	"Chordata"	"Mammalia"	"Carnivora"	"Canidae"	"Urocyon"	"littoralis"	-1	0	"Reproduction"	"ESR"	6	1.5	0.55	3	2.3	0.58	NA	NA	NA	NA	2007	0	1	0	0
727	"SMD"	122	359	"Female"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	-1	5	"Reproduction"	"ISR"	21	0.42	0.55	163	0.33	0.41	NA	NA	NA	NA	2004	0	1	0	2
634	"SMD"	109	310	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	115	0.66	0.56	270	0.66	0.59	NA	NA	NA	NA	2009	0	1	0	1
264	"SMD"	34	144	"Mixed"	"Vancouver Island marmot"	"Chordata"	"Mammalia"	"Rodentia"	"Sciuridae"	"Marmota"	"vancouverensis"	-1	1.5	"Survival"	"ISR"	213	0.85	0.58	154	0.61	0.6	NA	NA	NA	NA	2009	0	1	0	1
21	"SMD"	2	9	"Male"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	0.5	"Reproduction"	"ISR"	155	0.26	0.583095189	255	0.11	0.387298335	NA	NA	NA	NA	2012	0	1	0	1
45	"SMD"	6	25	"Mixed"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	0	1.5	"Survival"	"ISR"	72	0.47	0.59	74	0.37	0.52	NA	NA	NA	NA	2010	1	1	0	1
47	"SMD"	6	26	"Mixed"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	1	2	"Survival"	"ISR"	72	0.47	0.59	76	0.45	0.7	NA	NA	NA	NA	2010	1	1	1	2
238	"SMD"	31	133	"Male"	"American alligator"	"Chordata"	"Reptilia"	"Crocodilia"	"Alligatoridae"	"Alligator"	"mississippiensis"	-1	0.5	"Growth"	"ISR"	2	3.77	0.59	41	3.06	2.43	NA	NA	NA	NA	2001	0	1	0	1
235	"SMD"	31	130	"Female"	"American alligator"	"Chordata"	"Reptilia"	"Crocodilia"	"Alligatoridae"	"Alligator"	"mississippiensis"	-1	0.5	"Growth"	"ISR"	2	2.96	0.6	129	3.15	3.08	NA	NA	NA	NA	2001	0	1	0	1
711	"SMD"	118	347	"Mixed"	"Yellow-footed rock wallaby"	"Chordata"	"Mammalia"	"Diprotodontia"	"Macropodidae"	"Petrogale"	"xanthopus"	-1	10	"Constitution"	"ISR"	4	4.6	0.6	14	4.3	0.6	NA	NA	NA	NA	2005	0	1	0	2
17	"SMD"	2	5	"Female"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	0.5	"Reproduction"	"ISR"	42	0.38	0.6244998	167	0.21	0.509901951	NA	NA	NA	NA	2012	0	1	0	1
753	"SMD"	124	378	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	-1	"Constitution"	"ISR"	27	0.41	0.63	29	0.56	0.909936683	NA	NA	NA	NA	2019	0	0	0	0
378	"SMD"	57	193	"Mixed"	"Mona Island iguana"	"Chordata"	"Reptilia"	"Squamata"	"Iguanidae"	"Cyclura"	"cornuta"	-1	0.25	"Constitution"	"ISR"	7	4.44	0.65	25	4.76	0.68	NA	NA	NA	NA	2008	0	1	0	1
18	"SMD"	2	6	"Female"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	0.5	"Reproduction"	"ISR"	165	0.34	0.655743852	87	0.29	0.565685425	NA	NA	NA	NA	2012	0	1	0	1
140	"SMD"	18	82	"Mixed"	"Alpine tree frog"	"Chordata"	"Amphibia"	"Anura"	"Hylidae"	"Litoria"	"verreauxii"	-1	0.5	"Survival"	"ISR"	260	0.74	0.69	51	0.8	0.53	NA	NA	NA	NA	2016	0	1	0	1
867	"SMD"	139	451	"Mixed"	"Atlantic salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Salmo"	"salar"	-1	-1	"Movement"	"ISR"	11	1	0.69	6	2.2	2.3	NA	NA	NA	NA	1998	0	0	0	0
709	"SMD"	118	346	"Mixed"	"Yellow-footed rock wallaby"	"Chordata"	"Mammalia"	"Diprotodontia"	"Macropodidae"	"Petrogale"	"xanthopus"	-1	10	"Constitution"	"ISR"	2	4.5	0.7	14	4.2	0.3	NA	NA	NA	NA	2005	0	1	0	2
240	"SMD"	32	135	"Mixed"	"American alligator"	"Chordata"	"Reptilia"	"Crocodilia"	"Alligatoridae"	"Alligator"	"mississippiensis"	-1	0.5	"Growth"	"ISR"	106	0.22	0.72	168	0.14	1.43	NA	NA	NA	NA	1992	0	1	0	1
241	"SMD"	32	136	"Mixed"	"American alligator"	"Chordata"	"Reptilia"	"Crocodilia"	"Alligatoridae"	"Alligator"	"mississippiensis"	-1	0.5	"Growth"	"ISR"	106	0.36	0.72	168	0.41	1.43	NA	NA	NA	NA	1992	0	1	0	1
242	"SMD"	32	136	"Mixed"	"American alligator"	"Chordata"	"Reptilia"	"Crocodilia"	"Alligatoridae"	"Alligator"	"mississippiensis"	-1	0.5	"Growth"	"ISR"	106	0.51	0.72	168	0.68	1.56	NA	NA	NA	NA	1992	0	1	0	1
379	"SMD"	57	194	"Mixed"	"Mona Island iguana"	"Chordata"	"Reptilia"	"Squamata"	"Iguanidae"	"Cyclura"	"cornuta"	-1	0.25	"Constitution"	"ISR"	31	4.51	0.72	25	4.76	0.68	NA	NA	NA	NA	2008	0	1	0	1
22	"SMD"	2	10	"Male"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	0.5	"Reproduction"	"ISR"	100	0.38	0.734846923	29	0.34	0.768114575	NA	NA	NA	NA	2012	0	1	0	1
206	"SMD"	26	116	"Mixed"	"Brown teal"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	"Anas"	"chlorotis"	-1	1.5	"Constitution"	"ISR"	41	2.23	0.74	7	1.49	0.16	NA	NA	NA	NA	2006	0	1	0	1
686	"SMD"	115	333	"Female"	"Santa Catalina Island fox"	"Chordata"	"Mammalia"	"Carnivora"	"Canidae"	"Urocyon"	"littoralis"	-1	0	"Reproduction"	"ESR"	8	2.4	0.74	4	2.8	0.5	NA	NA	NA	NA	2007	0	1	0	0
141	"SMD"	18	82	"Mixed"	"Alpine tree frog"	"Chordata"	"Amphibia"	"Anura"	"Hylidae"	"Litoria"	"verreauxii"	-1	0.5	"Survival"	"ISR"	183	0.93	0.75	29	0.68	0.66	NA	NA	NA	NA	2016	0	1	0	1
233	"SMD"	31	128	"Male"	"American alligator"	"Chordata"	"Reptilia"	"Crocodilia"	"Alligatoridae"	"Alligator"	"mississippiensis"	-1	0.5	"Growth"	"ISR"	29	2.45	0.75	347	3.06	1.5	NA	NA	NA	NA	2001	0	1	0	1
229	"SMD"	31	124	"Female"	"American alligator"	"Chordata"	"Reptilia"	"Crocodilia"	"Alligatoridae"	"Alligator"	"mississippiensis"	-1	0.5	"Growth"	"ISR"	17	2.11	0.76	520	2.67	1.55	NA	NA	NA	NA	2001	0	1	0	1
484	"SMD"	88	252	"Mixed"	"Largemouth bass"	"Chordata"	"Actinopterygii"	"Perciformes"	"Centrarchidae"	"Micropterus"	"salmoides"	-1	-1	"Growth"	"ISR"	7	1.73	0.77	7	0.42	0.51	NA	NA	NA	NA	2016	0	0	0	0
847	"SMD"	133	435	"Mixed"	"Atlantic salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Salmo"	"salar"	-1	5.5	"Movement"	"ISR"	12	-0.35	0.77	8	-0.45	0.87	NA	NA	NA	NA	1995	0	1	0	2
445	"SMD"	74	227	"Mixed"	"Dugite"	"Chordata"	"Reptilia"	"Squamata"	"Elapidae"	"Pseudonaja"	"affinis"	-1	0	"Movement"	"ESR"	6	-0.77	0.8	4	-11.3	8.26	NA	NA	NA	NA	2018	0	1	0	0
726	"SMD"	122	358	"Female"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	-1	5	"Reproduction"	"ISR"	38	0.61	0.81	199	0.39	1.01	NA	NA	NA	NA	2004	0	1	0	2
635	"SMD"	109	311	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	333	0.75	0.82	100	0.79	0.8	NA	NA	NA	NA	2009	0	1	0	1
745	"SMD"	124	374	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	-1	"Constitution"	"ISR"	8	1.34	0.86	13	1.32	1.92	NA	NA	NA	NA	2019	0	0	0	0
69	"SMD"	12	38	"Male"	"Snowy plover"	"Chordata"	"Aves"	"Charadriiformes"	"Charadriidae"	"Charadrius"	"nivosus"	-1	0.5	"Reproduction"	"ISR"	140	1.11	0.87	9	0.84	0.9	NA	NA	NA	NA	2013	0	1	0	1
642	"SMD"	109	318	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	2702	0.91	0.88	264	0.84	0.88	NA	NA	NA	NA	2009	0	1	0	1
625	"SMD"	109	301	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	517	0.63	0.89	1484	0.44	0.89	NA	NA	NA	NA	2009	0	1	0	1
944	"SMD"	152	484	"Mixed"	"Sargo"	"Chordata"	"Actinopterygii"	"Perciformes"	"Sparidae"	"Diplodus"	"noct"	-1	1.5	"Movement"	"ISR"	5	-1.61	0.89	3	-0.63	0.09	NA	NA	NA	NA	2009	0	1	0	1
1069	"SMD"	180	538	"Mixed"	"European hedgehog"	"Chordata"	"Mammalia"	"Eulipotyphla"	"Erinaceidae"	"Erinaceus"	"europaeus"	-1	0	"Survival"	"ESR"	20	94.7	0.894427191	20	40.9	5.366563146	NA	NA	NA	NA	2006	0	1	0	0
352	"SMD"	53	184	"Male"	"Desert tortoise"	"Chordata"	"Reptilia"	"Testudines"	"Testudinidae"	"Gopherus"	"agassizii"	-1	0	"Constitution"	"ESR"	18	-3.96	0.9	24	-5.04	1.6	NA	NA	NA	NA	2012	0	1	0	0
620	"SMD"	109	296	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	483	0.51	0.9	500	0.5	0.87	NA	NA	NA	NA	2009	0	1	0	1
150	"SMD"	20	88	"Mixed"	"Asian houbara"	"Chordata"	"Aves"	"Otidiformes"	"Otididae"	"Chlamydotis"	"macqueenii"	-1	2.5	"Movement"	"ISR"	84	0.3	0.93	12	0.46	0.34	NA	NA	NA	NA	2017	0	1	0	2
237	"SMD"	31	132	"Male"	"American alligator"	"Chordata"	"Reptilia"	"Crocodilia"	"Alligatoridae"	"Alligator"	"mississippiensis"	-1	0.5	"Growth"	"ISR"	14	4.3	0.93	2	4.5	2.54	NA	NA	NA	NA	2001	0	1	0	1
